buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;name
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4894,68;7,01;99,19;828,00;25390080,00;25390080,00;2,09;2,41;0,00;47,00;1,00;1,00;0,00;0,00;197,07;0,00;3849,00;365,00;374,00;2224128,00;0,00;1057,78;0,00;50313,00;2560,00;2601,00;6053888,00;0,00;3637,42;0,00;4422,00;4096,00;4096,00;42502144,00;0,00;0,00;0,00;0,00;1280,00;1230,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s1
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;19914,74;46,64;99,29;1227,00;110411776,00;110411776,00;3,60;27,03;0,00;132,00;1,00;1,00;0,00;0,00;1090,80;0,00;5333,00;365,00;381,00;20013056,00;0,00;4287,50;0,00;56409,00;2560,00;2643,00;28540928,00;0,00;14509,41;0,00;4753,00;4096,00;4096,00;172269568,00;0,00;0,00;0,00;0,00;1280,00;1181,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m4096-f50-d4-s1
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;79474,68;187,54;99,29;1247,00;444432384,00;444432384,00;3,62;98,30;0,00;120,00;1,00;1,00;0,00;0,00;4457,51;0,00;5449,00;365,00;381,00;83263488,00;0,00;17174,13;0,00;56791,00;2560,00;2645,00;115507200,00;0,00;57744,74;0,00;4769,00;4096,00;4096,00;690094080,00;0,00;0,00;0,00;0,00;1280,00;1179,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m16384-f50-d4-s1
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;317645,61;749,51;99,29;1251,00;1778778112,00;1778778112,00;3,62;393,22;0,00;120,00;1,00;1,00;0,00;0,00;17858,80;0,00;5458,00;365,00;381,00;335151104,00;0,00;68707,55;0,00;56943,00;2560,00;2645,00;462028800,00;0,00;230686,05;0,00;4769,00;4096,00;4096,00;2760376320,00;0,00;0,00;0,00;0,00;1280,00;1179,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m65536-f50-d4-s1
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;262144,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;1278050,47;3246,43;99,27;1332,00;7229669376,00;7229669376,00;4,01;1795,69;0,00;137,00;1,00;1,00;0,00;0,00;75170,03;0,00;5743,00;365,00;382,00;1468530688,00;0,00;275922,79;0,00;58245,00;2560,00;2653,00;1908408320,00;0,00;925161,97;0,00;4831,00;4096,00;4096,00;11082399744,00;0,00;0,00;0,00;0,00;1280,00;1170,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m262144-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;1;Success;572,70;3,58;93,74;69,00;2846720,00;2846720,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;17,41;0,00;2000,00;45,00;45,00;92160,00;0,00;122,83;0,00;4804,00;320,00;320,00;614400,00;0,00;432,21;0,00;511,00;512,00;512,00;4986880,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d3-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4539,01;4,17;88,02;524,00;22122496,00;22122496,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,37;0,00;14992,00;365,00;365,00;686080,00;0,00;967,73;0,00;37692,00;2560,00;2560,00;4739072,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38819840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;1;Success;37554,64;4,82;93,52;4434,00;185210880,00;185210880,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;1143,60;0,00;124948,00;2925,00;2925,00;5783552,00;0,00;8080,79;0,00;316977,00;20480,00;20480,00;40050688,00;0,00;28329,99;0,00;32764,00;32768,00;32768,00;324587520,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d5-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4772,10;4,32;100,00;585,00;23966720,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,50;0,00;16060,00;365,00;365,00;747520,00;0,00;1048,58;0,00;40960,00;2560,00;2560,00;5242880,00;0,00;3573,76;0,00;4096,00;4096,00;4096,00;41943040,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f0-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;25;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4621,84;4,22;91,25;546,00;22444032,00;22444032,00;0,78;0,26;0,00;5,00;1,00;1,00;0,00;0,00;139,93;0,00;15497,00;365,00;365,00;714752,00;0,00;976,95;0,00;38198,00;2560,00;2560,00;4892672,00;0,00;3504,71;0,00;4096,00;4096,00;4096,00;39280640,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f25-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4539,01;4,17;88,02;524,00;22122496,00;22122496,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,37;0,00;14992,00;365,00;365,00;686080,00;0,00;967,73;0,00;37692,00;2560,00;2560,00;4739072,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38819840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;75;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4361,62;4,17;82,58;505,00;20785152,00;20785152,00;2,38;0,26;0,00;5,00;1,00;1,00;0,00;0,00;132,40;0,00;14810,00;365,00;365,00;673792,00;0,00;899,02;0,00;35611,00;2560,00;2560,00;4657152,00;0,00;3329,94;0,00;4096,00;4096,00;4096,00;36239360,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f75-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;90;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;3980,10;4,06;48,43;411,00;18249728,00;18249728,00;6,34;0,26;0,00;5,00;1,00;1,00;0,00;0,00;107,32;0,00;12129,00;365,00;365,00;530432,00;0,00;773,63;0,00;30880,00;2560,00;2560,00;4040704,00;0,00;3098,90;0,00;4095,00;4096,00;4096,00;31928320,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f90-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4539,01;4,17;88,02;524,00;22122496,00;22122496,00;1,15;0,26;0,00;5,00;1,00;1,00;0,00;0,00;135,37;0,00;14992,00;365,00;365,00;686080,00;0,00;967,73;0,00;37692,00;2560,00;2560,00;4739072,00;0,00;3435,65;0,00;4096,00;4096,00;4096,00;38819840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;17925,25;15,54;87,48;532,00;88854528,00;88854528,00;1,14;1,02;0,00;5,00;1,00;1,00;0,00;0,00;545,18;0,00;15106,00;365,00;365,00;2777088,00;0,00;3872,36;0,00;37838,00;2560,00;2560,00;19324928,00;0,00;13506,70;0,00;4096,00;4096,00;4096,00;155607040,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m4096-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;71456,08;61,00;87,09;531,00;355188736,00;355188736,00;1,11;4,10;0,00;5,00;1,00;1,00;0,00;0,00;2170,06;0,00;15077,00;365,00;365,00;11108352,00;0,00;15491,07;0,00;37775,00;2560,00;2560,00;76840960,00;0,00;53790,85;0,00;4096,00;4096,00;4096,00;622428160,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m16384-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;285558,92;242,87;87,09;530,00;1420165120,00;1420165120,00;1,11;16,38;0,00;5,00;1,00;1,00;0,00;0,00;8650,75;0,00;15068,00;365,00;365,00;43909120,00;0,00;61964,29;0,00;37755,00;2560,00;2560,00;306708480,00;0,00;214927,49;0,00;4096,00;4096,00;4096,00;2489712640,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m65536-f50-d4-s1
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;262144,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;1141934,21;970,32;87,09;530,00;5679349760,00;5679349760,00;1,11;65,54;0,00;5,00;1,00;1,00;0,00;0,00;34537,47;0,00;15063,00;365,00;365,00;175636480,00;0,00;247857,15;0,00;37735,00;2560,00;2560,00;1224212480,00;0,00;859474,06;0,00;4096,00;4096,00;4096,00;9958850560,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m262144-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;1;Success;589,41;3,53;93,55;71,00;2899968,00;2899968,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;18,02;0,00;372,00;45,00;45,00;108544,00;0,00;125,29;0,00;5531,00;320,00;325,00;622592,00;0,00;445,85;0,00;511,00;512,00;512,00;5068800,00;0,00;0,00;0,00;0,00;20,00;15,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d3-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4864,65;10,70;94,75;1220,00;26478592,00;26478592,00;3,14;5,84;0,00;114,00;1,00;1,00;0,00;0,00;253,90;0,00;5238,00;365,00;377,00;5054464,00;0,00;1032,85;0,00;51788,00;2560,00;2630,00;6379520,00;0,00;3572,05;0,00;4096,00;4096,00;4096,00;41523200,00;0,00;0,00;0,00;0,00;160,00;78,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;1;Success;40498,00;44,94;0,00;17253,00;250938368,00;250938368,00;10,91;11,42;0,00;223,00;1,00;1,00;0,00;0,00;3633,09;0,00;78323,00;2925,00;3068,00;107354112,00;0,00;8299,30;0,00;476054,00;20480,00;21581,00;62173184,00;0,00;28554,20;0,00;32764,00;32768,00;32768,00;332349440,00;0,00;0,00;0,00;0,00;1280,00;36,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d5-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;747520,00;0,00;1048,58;0,00;46080,00;2560,00;2560,00;5242880,00;0,00;3573,76;0,00;4096,00;4096,00;4096,00;41943040,00;0,00;0,00;0,00;0,00;160,00;160,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f0-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;25;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4797,70;6,40;97,51;783,00;24759296,00;24759296,00;1,16;1,89;0,00;37,00;1,00;1,00;0,00;0,00;184,63;0,00;3718,00;365,00;371,00;2236416,00;0,00;1038,27;0,00;47742,00;2560,00;2588,00;5625856,00;0,00;3572,91;0,00;4096,00;4096,00;4096,00;41656320,00;0,00;0,00;0,00;0,00;160,00;126,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f25-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4864,65;10,70;94,75;1220,00;26478592,00;26478592,00;3,14;5,84;0,00;114,00;1,00;1,00;0,00;0,00;253,90;0,00;5238,00;365,00;377,00;5054464,00;0,00;1032,85;0,00;51788,00;2560,00;2630,00;6379520,00;0,00;3572,05;0,00;4096,00;4096,00;4096,00;41523200,00;0,00;0,00;0,00;0,00;160,00;78,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;75;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;5029,80;28,16;0,00;2100,00;30279680,00;30279680,00;17,35;22,53;0,00;440,00;1,00;1,00;0,00;0,00;427,03;0,00;9510,00;365,00;386,00;11761664,00;0,00;1011,60;0,00;60851,00;2560,00;2693,00;8073216,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;40724480,00;0,00;0,00;0,00;0,00;160,00;6,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f75-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;90;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4817,81;7,58;0,00;1517,00;27185152,00;27185152,00;11,90;0,00;0,00;0,00;1,00;1,00;0,00;0,00;309,13;0,00;7209,00;365,00;386,00;8120320,00;0,00;961,36;0,00;53696,00;2560,00;2693,00;6989824,00;0,00;3547,31;0,00;4095,00;4096,00;4096,00;39260160,00;0,00;0,00;0,00;0,00;160,00;6,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f90-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;4864,65;10,70;94,75;1220,00;26478592,00;26478592,00;3,14;5,84;0,00;114,00;1,00;1,00;0,00;0,00;253,90;0,00;5238,00;365,00;377,00;5054464,00;0,00;1032,85;0,00;51788,00;2560,00;2630,00;6379520,00;0,00;3572,05;0,00;4096,00;4096,00;4096,00;41523200,00;0,00;0,00;0,00;0,00;160,00;78,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;19174,77;43,77;94,80;1179,00;105865216,00;105865216,00;3,28;18,23;0,00;89,00;1,00;1,00;0,00;0,00;1074,01;0,00;5543,00;365,00;380,00;21528576,00;0,00;4084,44;0,00;52959,00;2560,00;2633,00;26402816,00;0,00;13998,10;0,00;4096,00;4096,00;4096,00;163799040,00;0,00;0,00;0,00;0,00;160,00;72,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m4096-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;76511,93;191,64;94,75;1257,00;430112768,00;430112768,00;3,73;82,74;0,00;101,00;1,00;1,00;0,00;0,00;4594,31;0,00;5964,00;365,00;381,00;97419264,00;0,00;16296,50;0,00;54081,00;2560,00;2647,00;108920832,00;0,00;55538,37;0,00;4096,00;4096,00;4096,00;653885440,00;0,00;0,00;0,00;0,00;160,00;57,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m16384-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;306619,62;815,05;94,36;1346,00;1743978496,00;1743978496,00;4,00;403,05;0,00;123,00;1,00;1,00;0,00;0,00;19172,80;0,00;6227,00;365,00;382,00;427425792,00;0,00;65125,88;0,00;54920,00;2560,00;2652,00;444989440,00;0,00;221917,89;0,00;4096,00;4096,00;4096,00;2615541760,00;0,00;0,00;0,00;0,00;160,00;51,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m65536-f50-d4-s1
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;262144,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;1;Success;1227361,10;3351,29;94,34;1367,00;7006584832,00;7006584832,00;4,05;1703,94;0,00;130,00;1,00;1,00;0,00;0,00;77725,94;0,00;6310,00;365,00;382,00;1760559104,00;0,00;260495,25;0,00;55110,00;2560,00;2653,00;1790443520,00;0,00;887435,98;0,00;4096,00;4096,00;4096,00;10462167040,00;0,00;0,00;0,00;0,00;160,00;50,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m262144-f50-d4-s1
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;3,00;8,00;5,00;0,00;false;2;Success;603,22;3,73;99,80;81,00;3058688,00;3058688,00;1,02;0,41;0,00;8,00;1,00;1,00;0,00;0,00;19,97;0,00;390,00;45,00;46,00;139264,00;0,00;131,31;0,00;5960,00;320,00;323,00;702464,00;0,00;451,53;0,00;536,00;512,00;512,00;5275648,00;0,00;0,00;0,00;0,00;160,00;156,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d3-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;4948,85;9,19;98,93;914,00;25906176,00;25906176,00;2,72;4,97;0,00;97,00;1,00;1,00;0,00;0,00;212,88;0,00;4165,00;365,00;372,00;2865152,00;0,00;1061,86;0,00;51561,00;2560,00;2623,00;6227968,00;0,00;3669,15;0,00;4593,00;4096,00;4096,00;42719232,00;0,00;0,00;0,00;0,00;1280,00;1210,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;5,00;8,00;5,00;0,00;false;2;Success;61087,15;138,13;0,00;60070,00;491498496,00;491498496,00;32,43;105,16;0,00;2054,00;1,00;1,00;0,00;0,00;11456,38;0,00;228090,00;2925,00;3958,00;368736256,00;0,00;11059,55;0,00;1096451,00;20480,00;27931,00;178827264,00;0,00;38466,06;0,00;82242,00;32768,00;32768,00;435433472,00;0,00;0,00;0,00;0,00;10240,00;1756,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d5-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;747520,00;0,00;1048,58;0,00;46080,00;2560,00;2560,00;5242880,00;0,00;3573,76;0,00;4096,00;4096,00;4096,00;41943040,00;0,00;0,00;0,00;0,00;1280,00;1280,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f0-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;25;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;4829,52;5,42;99,46;662,00;24508416,00;24508416,00;1,02;1,13;0,00;22,00;1,00;1,00;0,00;0,00;167,00;0,00;3265,00;365,00;368,00;1273856,00;0,00;1050,49;0,00;47466,00;2560,00;2585,00;5523456,00;0,00;3610,90;0,00;4294,00;4096,00;4096,00;42219520,00;0,00;0,00;0,00;0,00;1280,00;1252,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f25-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;4948,85;9,19;98,93;914,00;25906176,00;25906176,00;2,72;4,97;0,00;97,00;1,00;1,00;0,00;0,00;212,88;0,00;4165,00;365,00;372,00;2865152,00;0,00;1061,86;0,00;51561,00;2560,00;2623,00;6227968,00;0,00;3669,15;0,00;4593,00;4096,00;4096,00;42719232,00;0,00;0,00;0,00;0,00;1280,00;1210,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;75;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;7526,65;187,54;0,00;7833,00;55972864,00;55972864,00;99,99;182,68;0,00;3568,00;1,00;1,00;0,00;0,00;1209,70;0,00;24232,00;365,00;503,00;36392960,00;0,00;1365,21;0,00;131511,00;2560,00;3475,00;21628928,00;0,00;4769,06;0,00;10123,00;4096,00;4096,00;53923840,00;0,00;0,00;0,00;0,00;1280,00;227,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f75-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;90;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;6932,74;23,19;0,00;5647,00;48354304,00;48354304,00;32,11;9,78;0,00;191,00;1,00;1,00;0,00;0,00;920,11;0,00;18783,00;365,00;502,00;24100864,00;0,00;1315,28;0,00;122161,00;2560,00;3472,00;19890176,00;0,00;4687,57;0,00;9805,00;4096,00;4096,00;52717568,00;0,00;0,00;0,00;0,00;1280,00;231,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f90-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;4948,85;9,19;98,93;914,00;25906176,00;25906176,00;2,72;4,97;0,00;97,00;1,00;1,00;0,00;0,00;212,88;0,00;4165,00;365,00;372,00;2865152,00;0,00;1061,86;0,00;51561,00;2560,00;2623,00;6227968,00;0,00;3669,15;0,00;4593,00;4096,00;4096,00;42719232,00;0,00;0,00;0,00;0,00;1280,00;1210,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;19809,73;44,18;99,24;1110,00;108462080,00;108462080,00;3,29;25,80;0,00;126,00;1,00;1,00;0,00;0,00;1015,84;0,00;4975,00;365,00;374,00;17661952,00;0,00;4282,20;0,00;54897,00;2560,00;2644,00;27246592,00;0,00;14485,87;0,00;4758,00;4096,00;4096,00;172015616,00;0,00;0,00;0,00;0,00;1280,00;1187,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m4096-f50-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,50;4,00;8,00;5,00;0,00;false;2;Success;79120,26;181,81;99,05;1145,00;436600832,00;436600832,00;3,39;104,86;0,00;128,00;1,00;1,00;0,00;0,00;4155,22;0,00;5088,00;365,00;374,00;73859072,00;0,00;17156,55;0,00;55389,00;2560,00;2647,00;110264320,00;0,00;57703,63;0,00;4780,00;4096,00;4096,00;689078272,00;0,00;0,00;0,00;0,00;1280,00;1184,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m16384-f50-d4-s2
